UTC YYYY-MM-DDTHH:mm:ss.fff;YYYY-MM-DDTHH:mm:ss.fff;Celsius;Volts;mag/arcsec^2;Init/Subs;MoonPhaseDeg;MoonElevDeg;MoonIllum%;SunElevDeg
2020-12-11T02:45:33.000;2020-12-10T19:45:33.000;-1.3;4.94;23.08;1;-130.7;-57.156;17.4;-30.101;
2020-12-11T02:50:35.000;2020-12-10T19:50:35.000;-1.7;4.94;23.12;1;-130.8;-57.770;17.3;-31.117;
2020-12-11T02:55:35.000;2020-12-10T19:55:35.000;-1.7;4.94;23.12;1;-130.8;-58.353;17.3;-32.129;
2020-12-11T03:00:35.000;2020-12-10T20:00:35.000;-1.7;4.94;23.12;1;-130.9;-58.908;17.3;-33.142;
2020-12-11T03:05:35.000;2020-12-10T20:05:35.000;-1.3;4.94;23.12;1;-130.9;-59.433;17.3;-34.156;
2020-12-11T03:10:35.000;2020-12-10T20:10:35.000;-1.3;4.94;23.12;1;-131.0;-59.927;17.2;-35.171;
2020-12-11T03:15:35.000;2020-12-10T20:15:35.000;-1.3;4.94;23.12;1;-131.0;-60.387;17.2;-36.188;
2020-12-11T03:20:35.000;2020-12-10T20:20:35.000;-1.3;4.94;23.12;1;-131.1;-60.813;17.2;-37.205;
2020-12-11T03:25:35.000;2020-12-10T20:25:35.000;-1.0;4.94;23.13;1;-131.1;-61.203;17.1;-38.223;
2020-12-11T03:30:35.000;2020-12-10T20:30:35.000;-1.0;4.94;23.13;1;-131.2;-61.555;17.1;-39.242;
2020-12-11T03:35:36.000;2020-12-10T20:35:36.000;-1.0;4.94;23.14;1;-131.2;-61.869;17.1;-40.264;
2020-12-11T03:40:36.000;2020-12-10T20:40:36.000;-1.0;4.94;23.14;1;-131.2;-62.142;17.0;-41.284;
2020-12-11T03:45:36.000;2020-12-10T20:45:36.000;-1.0;4.94;23.14;1;-131.3;-62.373;17.0;-42.303;
2020-12-11T03:50:36.000;2020-12-10T20:50:36.000;-1.0;4.94;23.14;1;-131.3;-62.562;17.0;-43.323;
2020-12-11T03:55:36.000;2020-12-10T20:55:36.000;-1.0;4.94;23.14;1;-131.4;-62.707;16.9;-44.343;
2020-12-11T04:00:36.000;2020-12-10T21:00:36.000;-1.0;4.94;23.14;1;-131.4;-62.808;16.9;-45.362;
2020-12-11T04:05:35.000;2020-12-10T21:05:35.000;-1.0;4.94;23.12;1;-131.5;-62.864;16.9;-46.377;
2020-12-11T04:10:35.000;2020-12-10T21:10:35.000;-1.0;4.94;23.12;1;-131.5;-62.875;16.8;-47.396;
2020-12-11T04:15:34.000;2020-12-10T21:15:34.000;-1.3;4.94;23.07;1;-131.6;-62.842;16.8;-48.409;
2020-12-11T04:20:34.000;2020-12-10T21:20:34.000;-1.3;4.94;23.10;1;-131.6;-62.763;16.8;-49.426;
2020-12-11T04:25:34.000;2020-12-10T21:25:34.000;-1.3;4.94;23.11;1;-131.7;-62.641;16.8;-50.441;
2020-12-11T04:30:34.000;2020-12-10T21:30:34.000;-1.3;4.94;23.09;1;-131.7;-62.475;16.7;-51.454;
2020-12-11T04:35:33.000;2020-12-10T21:35:33.000;-1.3;4.94;23.09;1;-131.8;-62.266;16.7;-52.462;
2020-12-11T04:40:33.000;2020-12-10T21:40:33.000;-1.7;4.94;23.07;1;-131.8;-62.015;16.7;-53.471;
2020-12-11T04:45:33.000;2020-12-10T21:45:33.000;-1.7;4.94;23.09;1;-131.9;-61.723;16.6;-54.478;
2020-12-11T04:50:33.000;2020-12-10T21:50:33.000;-1.7;4.94;23.09;1;-131.9;-61.392;16.6;-55.482;
2020-12-11T04:55:33.000;2020-12-10T21:55:33.000;-2.0;4.94;23.09;1;-132.0;-61.022;16.6;-56.482;
2020-12-11T05:00:33.000;2020-12-10T22:00:33.000;-2.0;4.94;23.09;1;-132.0;-60.616;16.5;-57.479;
2020-12-11T05:05:32.000;2020-12-10T22:05:32.000;-2.0;4.94;23.08;1;-132.1;-60.176;16.5;-58.469;
2020-12-11T05:10:32.000;2020-12-10T22:10:32.000;-2.3;4.94;23.07;1;-132.1;-59.701;16.5;-59.457;
2020-12-11T05:15:31.000;2020-12-10T22:15:31.000;-2.3;4.94;23.06;1;-132.2;-59.196;16.4;-60.436;
2020-12-11T05:20:31.000;2020-12-10T22:20:31.000;-2.6;4.94;23.06;1;-132.2;-58.659;16.4;-61.413;
2020-12-11T05:25:30.000;2020-12-10T22:25:30.000;-2.6;4.94;23.04;1;-132.2;-58.096;16.4;-62.379;
2020-12-11T05:30:30.000;2020-12-10T22:30:30.000;-2.6;4.94;23.02;1;-132.3;-57.503;16.4;-63.341;
2020-12-11T05:35:29.000;2020-12-10T22:35:29.000;-2.9;4.94;23.02;1;-132.3;-56.886;16.3;-64.292;
2020-12-11T05:40:29.000;2020-12-10T22:40:29.000;-2.9;4.94;23.02;1;-132.4;-56.244;16.3;-65.236;
2020-12-11T05:45:30.000;2020-12-10T22:45:30.000;-2.9;4.94;23.02;1;-132.4;-55.576;16.3;-66.171;
2020-12-11T05:50:30.000;2020-12-10T22:50:30.000;-2.9;4.94;23.03;1;-132.5;-54.889;16.2;-67.092;
2020-12-11T05:55:30.000;2020-12-10T22:55:30.000;-3.3;4.94;23.05;1;-132.5;-54.182;16.2;-67.998;
2020-12-11T06:00:31.000;2020-12-10T23:00:31.000;-3.3;4.94;23.07;1;-132.6;-53.453;16.2;-68.890;
2020-12-11T06:05:32.000;2020-12-10T23:05:32.000;-3.3;4.94;23.08;1;-132.6;-52.707;16.1;-69.764;
2020-12-11T06:10:33.000;2020-12-10T23:10:33.000;-3.6;4.94;23.11;1;-132.7;-51.944;16.1;-70.617;
2020-12-11T06:15:34.000;2020-12-10T23:15:34.000;-3.6;4.94;23.14;1;-132.7;-51.165;16.1;-71.446;
2020-12-11T06:20:34.000;2020-12-10T23:20:34.000;-3.6;4.94;23.15;1;-132.8;-50.374;16.0;-72.245;
2020-12-11T06:25:35.000;2020-12-10T23:25:35.000;-3.6;4.94;23.17;1;-132.8;-49.567;16.0;-73.014;
2020-12-11T06:30:36.000;2020-12-10T23:30:36.000;-3.9;4.94;23.18;1;-132.9;-48.747;16.0;-73.747;
2020-12-11T06:35:36.000;2020-12-10T23:35:36.000;-3.9;4.94;23.18;1;-132.9;-47.917;16.0;-74.437;
2020-12-11T06:40:36.000;2020-12-10T23:40:36.000;-3.9;4.94;23.20;1;-133.0;-47.077;15.9;-75.079;
2020-12-11T06:45:37.000;2020-12-10T23:45:37.000;-3.9;4.94;23.21;1;-133.0;-46.223;15.9;-75.670;
2020-12-11T06:50:37.000;2020-12-10T23:50:37.000;-4.2;4.94;23.21;1;-133.1;-45.362;15.9;-76.198;
2020-12-11T06:55:37.000;2020-12-10T23:55:37.000;-4.2;4.94;23.22;1;-133.1;-44.492;15.8;-76.659;
2020-12-11T07:00:38.000;2020-12-11T00:00:38.000;-4.2;4.94;23.23;1;-133.2;-43.610;15.8;-77.046;
2020-12-11T07:05:38.000;2020-12-11T00:05:38.000;-4.2;4.94;23.24;1;-133.2;-42.724;15.8;-77.349;
2020-12-11T07:10:38.000;2020-12-11T00:10:38.000;-4.6;4.94;23.24;1;-133.2;-41.829;15.7;-77.565;
2020-12-11T07:15:39.000;2020-12-11T00:15:39.000;-4.6;4.94;23.26;1;-133.3;-40.925;15.7;-77.689;
2020-12-11T07:20:40.000;2020-12-11T00:20:40.000;-4.6;4.94;23.27;1;-133.3;-40.015;15.7;-77.716;
2020-12-11T07:25:40.000;2020-12-11T00:25:40.000;-4.2;4.94;23.28;1;-133.4;-39.101;15.7;-77.648;
2020-12-11T07:30:40.000;2020-12-11T00:30:40.000;-4.2;4.94;23.27;1;-133.4;-38.181;15.6;-77.485;
2020-12-11T07:35:40.000;2020-12-11T00:35:40.000;-4.2;4.94;23.27;1;-133.5;-37.257;15.6;-77.231;
2020-12-11T07:40:40.000;2020-12-11T00:40:40.000;-4.2;4.94;23.28;1;-133.5;-36.327;15.6;-76.892;
2020-12-11T07:45:40.000;2020-12-11T00:45:40.000;-4.2;4.94;23.29;1;-133.6;-35.393;15.5;-76.473;
2020-12-11T07:50:41.000;2020-12-11T00:50:41.000;-4.2;4.94;23.29;1;-133.6;-34.452;15.5;-75.982;
2020-12-11T07:55:41.000;2020-12-11T00:55:41.000;-4.2;4.94;23.30;1;-133.7;-33.509;15.5;-75.427;
2020-12-11T08:00:42.000;2020-12-11T01:00:42.000;-4.2;4.94;23.30;1;-133.7;-32.560;15.4;-74.813;
2020-12-11T08:05:42.000;2020-12-11T01:05:42.000;-4.6;4.94;23.31;1;-133.8;-31.611;15.4;-74.149;
2020-12-11T08:10:43.000;2020-12-11T01:10:43.000;-4.6;4.94;23.33;1;-133.8;-30.656;15.4;-73.439;
2020-12-11T08:15:43.000;2020-12-11T01:15:43.000;-4.6;4.94;23.34;1;-133.9;-29.701;15.4;-72.693;
2020-12-11T08:20:44.000;2020-12-11T01:20:44.000;-4.6;4.94;23.36;1;-133.9;-28.740;15.3;-71.909;
2020-12-11T08:25:44.000;2020-12-11T01:25:44.000;-4.9;4.94;23.37;1;-134.0;-27.780;15.3;-71.099;
2020-12-11T08:30:45.000;2020-12-11T01:30:45.000;-4.9;4.94;23.39;1;-134.0;-26.815;15.3;-70.259;
2020-12-11T08:35:46.000;2020-12-11T01:35:46.000;-4.9;4.94;23.40;1;-134.1;-25.848;15.2;-69.397;
2020-12-11T08:40:47.000;2020-12-11T01:40:47.000;-4.6;4.94;23.42;1;-134.1;-24.879;15.2;-68.515;
2020-12-11T08:45:48.000;2020-12-11T01:45:48.000;-4.6;4.94;23.42;1;-134.2;-23.908;15.2;-67.615;
2020-12-11T08:50:48.000;2020-12-11T01:50:48.000;-4.2;4.94;23.42;1;-134.2;-22.940;15.1;-66.703;
2020-12-11T08:55:49.000;2020-12-11T01:55:49.000;-3.9;4.94;23.43;1;-134.2;-21.967;15.1;-65.774;
2020-12-11T09:00:49.000;2020-12-11T02:00:49.000;-3.6;4.94;23.44;1;-134.3;-20.997;15.1;-64.837;
2020-12-11T09:05:49.000;2020-12-11T02:05:49.000;-3.6;4.94;23.44;1;-134.3;-20.025;15.1;-63.889;
2020-12-11T09:10:50.000;2020-12-11T02:10:50.000;-3.6;4.94;23.45;1;-134.4;-19.050;15.0;-62.929;
2020-12-11T09:15:51.000;2020-12-11T02:15:51.000;-3.6;4.94;23.46;1;-134.4;-18.075;15.0;-61.960;
2020-12-11T09:20:51.000;2020-12-11T02:20:51.000;-3.6;4.94;23.47;1;-134.5;-17.102;15.0;-60.987;
2020-12-11T09:25:51.000;2020-12-11T02:25:51.000;-3.6;4.94;23.47;1;-134.5;-16.130;14.9;-60.008;
2020-12-11T09:30:52.000;2020-12-11T02:30:52.000;-3.3;4.94;23.47;1;-134.6;-15.154;14.9;-59.020;
2020-12-11T09:35:52.000;2020-12-11T02:35:52.000;-3.3;4.94;23.49;1;-134.6;-14.182;14.9;-58.030;
2020-12-11T09:40:53.000;2020-12-11T02:40:53.000;-3.6;4.94;23.50;1;-134.7;-13.207;14.8;-57.032;
2020-12-11T09:45:53.000;2020-12-11T02:45:53.000;-3.6;4.94;23.51;1;-134.7;-12.235;14.8;-56.033;
2020-12-11T09:50:54.000;2020-12-11T02:50:54.000;-3.6;4.94;23.53;1;-134.8;-11.261;14.8;-55.028;
2020-12-11T09:55:54.000;2020-12-11T02:55:54.000;-3.9;4.94;23.54;1;-134.8;-10.291;14.8;-54.023;
2020-12-11T10:00:55.000;2020-12-11T03:00:55.000;-4.2;4.94;23.55;1;-134.9;-9.319;14.7;-53.012;
2020-12-11T10:05:56.000;2020-12-11T03:05:56.000;-4.2;4.94;23.56;1;-134.9;-8.348;14.7;-51.998;
2020-12-11T10:10:56.000;2020-12-11T03:10:56.000;-4.6;4.94;23.58;1;-135.0;-7.382;14.7;-50.986;
2020-12-11T10:15:57.000;2020-12-11T03:15:57.000;-4.6;4.94;23.59;1;-135.0;-6.414;14.6;-49.969;
2020-12-11T10:20:57.000;2020-12-11T03:20:57.000;-4.9;4.94;23.59;1;-135.1;-5.450;14.6;-48.954;
2020-12-11T10:25:58.000;2020-12-11T03:25:58.000;-4.9;4.94;23.60;1;-135.1;-4.485;14.6;-47.934;
2020-12-11T10:30:58.000;2020-12-11T03:30:58.000;-5.2;4.94;23.61;1;-135.2;-3.525;14.5;-46.916;
2020-12-11T10:35:58.000;2020-12-11T03:35:58.000;-5.2;4.94;23.61;1;-135.2;-2.567;14.5;-45.898;
2020-12-11T10:40:58.000;2020-12-11T03:40:58.000;-5.5;4.94;23.61;1;-135.3;-1.612;14.5;-44.879;
2020-12-11T10:45:58.000;2020-12-11T03:45:58.000;-5.5;4.94;23.61;1;-135.3;-0.658;14.5;-43.860;
2020-12-11T10:50:58.000;2020-12-11T03:50:58.000;-5.5;4.94;23.61;1;-135.3;0.292;14.4;-42.840;
2020-12-11T10:55:57.000;2020-12-11T03:55:57.000;-5.5;4.94;23.61;1;-135.4;1.237;14.4;-41.824;
2020-12-11T11:00:57.000;2020-12-11T04:00:57.000;-5.5;4.94;23.59;1;-135.4;2.183;14.4;-40.805;
2020-12-11T11:05:56.000;2020-12-11T04:05:56.000;-5.2;4.94;23.58;1;-135.5;3.122;14.3;-39.789;
2020-12-11T11:10:54.000;2020-12-11T04:10:54.000;-4.9;4.94;23.55;1;-135.5;4.055;14.3;-38.778;
2020-12-11T11:15:53.000;2020-12-11T04:15:53.000;-4.6;4.94;23.52;1;-135.6;4.987;14.3;-37.763;
2020-12-11T11:20:52.000;2020-12-11T04:20:52.000;-3.9;4.94;23.49;1;-135.6;5.917;14.3;-36.749;
2020-12-11T11:25:51.000;2020-12-11T04:25:51.000;-3.6;4.94;23.47;1;-135.7;6.842;14.2;-35.736;
2020-12-11T11:30:51.000;2020-12-11T04:30:51.000;-3.6;4.94;23.46;1;-135.7;7.767;14.2;-34.720;
2020-12-11T11:35:51.000;2020-12-11T04:35:51.000;-3.6;4.94;23.45;1;-135.8;8.687;14.2;-33.706;
2020-12-11T11:40:49.000;2020-12-11T04:40:49.000;-3.3;4.94;23.44;1;-135.8;9.597;14.1;-32.699;
2020-12-11T11:45:49.000;2020-12-11T04:45:49.000;-3.3;4.94;23.41;1;-135.9;10.509;14.1;-31.687;
2020-12-11T11:50:47.000;2020-12-11T04:50:47.000;-3.3;4.94;23.39;1;-135.9;11.410;14.1;-30.683;
2020-12-11T11:55:46.000;2020-12-11T04:55:46.000;-2.9;4.94;23.37;1;-136.0;12.309;14.1;-29.678;
2020-12-11T12:00:44.000;2020-12-11T05:00:44.000;-2.6;4.94;23.32;1;-136.0;13.200;14.0;-28.677;
2020-12-11T12:05:40.000;2020-12-11T05:05:40.000;-2.3;4.94;23.25;1;-136.1;14.080;14.0;-27.685;
2020-12-11T12:10:38.000;2020-12-11T05:10:38.000;-1.7;4.94;23.21;1;-136.1;14.959;14.0;-26.688;
2020-12-11T12:15:39.000;2020-12-11T05:15:39.000;-1.3;4.94;23.21;1;-136.2;15.842;13.9;-25.683;
2020-12-11T12:20:39.000;2020-12-11T05:20:39.000;-1.0;4.94;23.20;1;-136.2;16.716;13.9;-24.684;
2020-12-11T12:25:39.000;2020-12-11T05:25:39.000;-0.7;4.94;23.19;1;-136.3;17.583;13.9;-23.686;
2020-12-11T12:30:39.000;2020-12-11T05:30:39.000;-0.7;4.94;23.19;1;-136.3;18.444;13.9;-22.692;
2020-12-11T12:35:39.000;2020-12-11T05:35:39.000;-0.4;4.94;23.18;1;-136.3;19.297;13.8;-21.699;
2020-12-11T12:40:38.000;2020-12-11T05:40:38.000;-0.4;4.94;23.17;1;-136.4;20.141;13.8;-20.713;
2020-12-11T12:45:38.000;2020-12-11T05:45:38.000;-0.0;4.94;23.16;1;-136.4;20.979;13.8;-19.726;
2020-12-11T12:50:38.000;2020-12-11T05:50:38.000;-0.0;4.94;23.15;1;-136.5;21.810;13.7;-18.742;
2020-12-11T12:55:37.000;2020-12-11T05:55:37.000;0.3;4.94;23.13;1;-136.5;22.629;13.7;-17.764;
2020-12-11T13:00:35.000;2020-12-11T06:00:35.000;0.6;4.94;23.09;1;-136.6;23.438;13.7;-16.793;
2020-12-11T13:05:31.000;2020-12-11T06:05:31.000;0.6;4.94;22.98;1;-136.6;24.232;13.7;-15.831;
2020-12-11T13:10:24.000;2020-12-11T06:10:24.000;0.9;4.94;22.77;1;-136.7;25.009;13.6;-14.882;
2020-12-11T13:15:16.000;2020-12-11T06:15:16.000;0.9;4.94;22.39;1;-136.7;25.774;13.6;-13.940;
2020-12-11T13:20:11.000;2020-12-11T06:20:11.000;0.9;4.94;21.79;1;-136.8;26.537;13.6;-12.991;
2020-12-11T13:25:07.000;2020-12-11T06:25:07.000;0.6;4.94;21.05;1;-136.8;27.292;13.5;-12.043;
2020-12-11T13:30:05.000;2020-12-11T06:30:05.000;0.6;4.94;20.20;1;-136.9;28.042;13.5;-11.093;
2020-12-11T13:35:05.000;2020-12-11T06:35:05.000;0.6;4.94;19.30;1;-136.9;28.785;13.5;-10.140;
2020-12-11T13:40:05.000;2020-12-11T06:40:05.000;0.6;4.94;18.35;1;-137.0;29.517;13.5;-9.191;
2020-12-11T13:45:05.000;2020-12-11T06:45:05.000;0.6;4.94;17.31;1;-137.0;30.236;13.4;-8.247;
2020-12-11T13:50:05.000;2020-12-11T06:50:05.000;0.6;4.94;16.14;1;-137.1;30.943;13.4;-7.307;
2020-12-11T13:55:05.000;2020-12-11T06:55:05.000;0.6;4.94;14.86;1;-137.1;31.636;13.4;-6.372;
2020-12-11T14:00:05.000;2020-12-11T07:00:05.000;0.9;4.94;13.62;1;-137.2;32.315;13.3;-5.442;
2020-12-11T14:05:05.000;2020-12-11T07:05:05.000;0.9;4.94;16.65;1;-137.2;32.980;13.3;-4.517;
2020-12-11T14:10:05.000;2020-12-11T07:10:05.000;0.9;4.94;15.48;1;-137.2;33.631;13.3;-3.597;
2020-12-11T14:15:05.000;2020-12-11T07:15:05.000;1.2;4.94;14.47;1;-137.3;34.265;13.3;-2.683;
2020-12-11T14:20:05.000;2020-12-11T07:20:05.000;1.2;4.94;13.62;1;-137.3;34.884;13.2;-1.774;
2020-12-11T14:25:05.000;2020-12-11T07:25:05.000;1.2;4.94;12.96;1;-137.4;35.486;13.2;-0.871;
2020-12-11T14:30:05.000;2020-12-11T07:30:05.000;1.6;4.94;12.44;1;-137.4;36.072;13.2;0.026;
2020-12-11T14:35:05.000;2020-12-11T07:35:05.000;1.6;4.94;12.05;1;-137.5;36.639;13.1;0.917;
2020-12-12T00:10:05.000;2020-12-11T17:10:05.000;3.2;4.94;12.24;1;-143.0;-23.655;10.1;-0.092;
2020-12-12T00:15:05.000;2020-12-11T17:15:05.000;2.9;4.94;12.78;1;-143.0;-24.648;10.0;-0.989;
2020-12-12T00:20:05.000;2020-12-11T17:20:05.000;2.9;4.94;13.41;1;-143.1;-25.641;10.0;-1.893;
2020-12-12T00:25:05.000;2020-12-11T17:25:05.000;2.5;4.94;14.23;1;-143.1;-26.633;10.0;-2.803;
2020-12-12T00:30:05.000;2020-12-11T17:30:05.000;2.5;4.94;15.25;1;-143.2;-27.624;10.0;-3.718;
2020-12-12T00:35:05.000;2020-12-11T17:35:05.000;2.2;4.94;16.45;1;-143.2;-28.615;9.9;-4.639;
2020-12-12T00:40:05.000;2020-12-11T17:40:05.000;2.2;4.94;17.73;1;-143.3;-29.605;9.9;-5.565;
2020-12-12T00:45:05.000;2020-12-11T17:45:05.000;1.9;4.94;18.88;1;-143.3;-30.594;9.9;-6.495;
2020-12-12T00:50:05.000;2020-12-11T17:50:05.000;1.6;4.94;19.99;1;-143.4;-31.581;9.9;-7.431;
2020-12-12T00:55:07.000;2020-12-11T17:55:07.000;1.6;4.94;21.12;1;-143.4;-32.574;9.8;-8.378;
2020-12-12T01:00:13.000;2020-12-11T18:00:13.000;1.6;4.94;22.30;1;-143.5;-33.579;9.8;-9.341;
2020-12-12T01:05:51.000;2020-12-11T18:05:51.000;1.6;4.94;23.46;1;-143.5;-34.686;9.8;-10.411;
2020-12-12T01:20:07.000;2020-12-11T18:20:07.000;0.9;4.94;21.42;1;-143.7;-37.478;9.7;-13.144;
2020-12-12T01:25:12.000;2020-12-11T18:25:12.000;1.2;4.94;21.83;1;-143.7;-38.468;9.7;-14.125;
2020-12-12T01:30:15.000;2020-12-11T18:30:15.000;1.2;4.94;22.01;1;-143.8;-39.448;9.7;-15.104;
2020-12-12T01:35:09.000;2020-12-11T18:35:09.000;0.9;4.94;22.08;1;-143.8;-40.397;9.6;-16.056;
2020-12-12T01:40:10.000;2020-12-11T18:40:10.000;0.9;4.94;22.13;1;-143.9;-41.364;9.6;-17.035;
2020-12-12T01:45:11.000;2020-12-11T18:45:11.000;0.9;4.94;22.17;1;-143.9;-42.328;9.6;-18.017;
2020-12-12T01:50:13.000;2020-12-11T18:50:13.000;0.6;4.94;22.27;1;-144.0;-43.290;9.6;-19.006;
2020-12-12T01:55:14.000;2020-12-11T18:55:14.000;0.6;4.94;22.34;1;-144.0;-44.245;9.5;-19.994;
2020-12-12T02:00:16.000;2020-12-11T19:00:16.000;0.6;4.94;22.43;1;-144.1;-45.199;9.5;-20.988;
2020-12-12T02:05:17.000;2020-12-11T19:05:17.000;0.6;4.94;22.45;1;-144.1;-46.144;9.5;-21.982;
2020-12-12T02:10:14.000;2020-12-11T19:10:14.000;0.6;4.94;22.36;1;-144.2;-47.071;9.5;-22.965;
2020-12-12T02:15:19.000;2020-12-11T19:15:19.000;0.6;4.94;22.56;1;-144.2;-48.017;9.4;-23.977;
2020-12-12T02:20:16.000;2020-12-11T19:20:16.000;0.3;4.94;22.45;1;-144.3;-48.931;9.4;-24.965;
2020-12-12T02:25:18.000;2020-12-11T19:25:18.000;0.6;4.94;22.49;1;-144.3;-49.854;9.4;-25.972;
2020-12-12T02:30:10.000;2020-12-11T19:30:10.000;0.3;4.94;22.15;1;-144.3;-50.739;9.4;-26.948;
2020-12-12T02:35:12.000;2020-12-11T19:35:12.000;0.3;4.94;22.23;1;-144.4;-51.646;9.3;-27.959;
2020-12-12T02:40:12.000;2020-12-11T19:40:12.000;0.3;4.94;22.25;1;-144.4;-52.538;9.3;-28.965;
2020-12-12T02:45:13.000;2020-12-11T19:45:13.000;0.3;4.94;22.29;1;-144.5;-53.423;9.3;-29.976;
2020-12-12T02:50:18.000;2020-12-11T19:50:18.000;0.3;4.94;22.55;1;-144.5;-54.309;9.3;-31.002;
2020-12-12T02:55:23.000;2020-12-11T19:55:23.000;0.3;4.94;22.69;1;-144.6;-55.184;9.2;-32.030;
2020-12-12T03:00:22.000;2020-12-11T20:00:22.000;0.3;4.94;22.75;1;-144.6;-56.029;9.2;-33.039;
2020-12-12T03:05:32.000;2020-12-11T20:05:32.000;0.3;4.94;23.01;1;-144.7;-56.892;9.2;-34.087;
2020-12-12T03:10:35.000;2020-12-11T20:10:35.000;0.3;4.94;23.08;1;-144.7;-57.720;9.2;-35.112;
2020-12-12T03:15:34.000;2020-12-11T20:15:34.000;-0.0;4.94;23.07;1;-144.8;-58.522;9.2;-36.125;
2020-12-12T03:20:37.000;2020-12-11T20:20:37.000;-0.0;4.94;23.13;1;-144.8;-59.317;9.1;-37.152;
2020-12-12T03:25:37.000;2020-12-11T20:25:37.000;-0.0;4.94;23.13;1;-144.9;-60.086;9.1;-38.170;
2020-12-12T03:30:37.000;2020-12-11T20:30:37.000;-0.4;4.94;23.14;1;-144.9;-60.836;9.1;-39.189;
2020-12-12T03:35:36.000;2020-12-11T20:35:36.000;-0.7;4.94;23.13;1;-145.0;-61.562;9.1;-40.204;
2020-12-12T03:40:35.000;2020-12-11T20:40:35.000;-1.0;4.94;23.12;1;-145.0;-62.264;9.0;-41.220;
2020-12-12T03:45:35.000;2020-12-11T20:45:35.000;-1.3;4.94;23.12;1;-145.1;-62.945;9.0;-42.240;
2020-12-12T03:50:34.000;2020-12-11T20:50:34.000;-1.7;4.94;23.11;1;-145.1;-63.597;9.0;-43.256;
2020-12-12T03:55:33.000;2020-12-11T20:55:33.000;-2.3;4.94;23.10;1;-145.2;-64.219;9.0;-44.272;
2020-12-12T04:00:32.000;2020-12-11T21:00:32.000;-2.6;4.94;23.09;1;-145.2;-64.811;8.9;-45.288;
2020-12-12T04:05:34.000;2020-12-11T21:05:34.000;-2.9;4.94;23.13;1;-145.3;-65.376;8.9;-46.314;
2020-12-12T04:10:35.000;2020-12-11T21:10:35.000;-3.3;4.94;23.15;1;-145.3;-65.902;8.9;-47.336;
2020-12-12T04:15:36.000;2020-12-11T21:15:36.000;-3.6;4.94;23.17;1;-145.4;-66.390;8.9;-48.357;
2020-12-12T04:20:36.000;2020-12-11T21:20:36.000;-3.6;4.94;23.18;1;-145.4;-66.836;8.8;-49.373;
2020-12-12T04:25:36.000;2020-12-11T21:25:36.000;-3.9;4.94;23.18;1;-145.5;-67.239;8.8;-50.388;
2020-12-12T04:30:35.000;2020-12-11T21:30:35.000;-4.2;4.94;23.17;1;-145.5;-67.596;8.8;-51.399;
2020-12-12T04:35:34.000;2020-12-11T21:35:34.000;-4.6;4.94;23.17;1;-145.6;-67.905;8.8;-52.407;
2020-12-12T04:40:34.000;2020-12-11T21:40:34.000;-4.6;4.94;23.16;1;-145.6;-68.166;8.7;-53.417;
2020-12-12T04:45:34.000;2020-12-11T21:45:34.000;-5.2;4.94;23.17;1;-145.6;-68.376;8.7;-54.424;
2020-12-12T04:50:34.000;2020-12-11T21:50:34.000;-5.2;4.94;23.17;1;-145.7;-68.533;8.7;-55.428;
2020-12-12T04:55:34.000;2020-12-11T21:55:34.000;-5.2;4.94;23.17;1;-145.7;-68.636;8.7;-56.430;
2020-12-12T05:00:34.000;2020-12-11T22:00:34.000;-5.5;4.94;23.18;1;-145.8;-68.685;8.6;-57.427;
2020-12-12T05:05:34.000;2020-12-11T22:05:34.000;-5.5;4.94;23.17;1;-145.8;-68.678;8.6;-58.421;
2020-12-12T05:10:33.000;2020-12-11T22:10:33.000;-5.8;4.94;23.16;1;-145.9;-68.617;8.6;-59.407;
2020-12-12T05:15:32.000;2020-12-11T22:15:32.000;-5.8;4.94;23.15;1;-145.9;-68.501;8.6;-60.387;
2020-12-12T05:20:32.000;2020-12-11T22:20:32.000;-6.2;4.94;23.14;1;-146.0;-68.332;8.6;-61.365;
2020-12-12T05:25:32.000;2020-12-11T22:25:32.000;-6.2;4.94;23.14;1;-146.0;-68.110;8.5;-62.336;
2020-12-12T05:30:32.000;2020-12-11T22:30:32.000;-6.2;4.94;23.15;1;-146.1;-67.838;8.5;-63.300;
2020-12-12T05:35:33.000;2020-12-11T22:35:33.000;-6.5;4.94;23.17;1;-146.1;-67.516;8.5;-64.258;
2020-12-12T05:40:33.000;2020-12-11T22:40:33.000;-6.5;4.94;23.18;1;-146.2;-67.148;8.5;-65.204;
2020-12-12T05:45:33.000;2020-12-11T22:45:33.000;-6.5;4.94;23.19;1;-146.2;-66.735;8.4;-66.139;
2020-12-12T05:50:34.000;2020-12-11T22:50:34.000;-6.5;4.94;23.20;1;-146.3;-66.279;8.4;-67.064;
2020-12-12T05:55:33.000;2020-12-11T22:55:33.000;-6.8;4.94;23.19;1;-146.3;-65.787;8.4;-67.969;
2020-12-12T06:00:34.000;2020-12-11T23:00:34.000;-6.8;4.94;23.20;1;-146.4;-65.254;8.4;-68.865;
2020-12-12T06:05:34.000;2020-12-11T23:05:34.000;-6.8;4.94;23.21;1;-146.4;-64.687;8.3;-69.739;
2020-12-12T06:10:34.000;2020-12-11T23:10:34.000;-6.8;4.94;23.21;1;-146.5;-64.089;8.3;-70.593;
2020-12-12T06:15:34.000;2020-12-11T23:15:34.000;-6.8;4.94;23.21;1;-146.5;-63.460;8.3;-71.423;
